,0,1,2,3
0,0.41581479239766894,0.04717557497068854,0.39288734093379424,0.0042568567094260394
1,-0.7384786173171253,-0.11837249851962325,0.02976166306273755,0.26748690381549084
2,0.47895757526904614,0.19808234585262582,0.24084376498410454,-0.03336977291728942
3,0.29828166500075315,0.2923655948462458,0.32130862752124373,-0.007452377503462226
4,0.09005471700077926,-0.5822468926003727,0.005112112457420429,0.1455066417558361
5,0.5765112645766651,0.28716717870201425,0.37887924277749047,0.14623379715164633
6,0.5909145520528222,0.047782599760275074,0.001998327604665815,0.13807665766947444
7,0.21135480982724808,0.5478413241416612,-0.0415333913926887,-0.11561098377405238
8,-0.005572590352301303,0.39803292164473125,0.11244182578001315,-0.07413558150434069
9,-0.5699927829620407,-0.14704270361563868,-0.10488037969930974,0.24438103013470402
10,0.07687119743753547,0.12775964023739522,0.7717417191351763,-0.03138407302132776
11,0.2799542773490097,0.2906720371300164,0.1266815207113841,-0.11340673300592731
12,-0.48184512361182935,-0.5441897809872717,0.03121363747291315,0.07742009775970708
13,-0.03380138618662403,-0.18216425237090303,-0.1846862638204002,0.2856616922412817
14,-0.5109678592937065,-0.4078865652895255,-0.0928343732092368,0.1978779841970581
15,-0.3253880468047746,0.0012128175642623427,-0.03138922259629723,0.6518983650069057
16,0.5440008476206694,-0.04079649916257423,0.21374269336833465,-0.11974275572049328
17,0.24330487667676215,-0.016890338992721854,0.44867078169331276,-0.11002354965581058
18,0.21750517481661524,0.5484506630690779,0.16288583521081362,0.26206300926349835
19,0.12028834732021797,-0.10292252597476938,-0.3377765309234288,0.4025058696053018
20,0.46157504120779386,-0.031739905937943125,0.33896249422139874,-0.3257443673165555
21,-0.034088764485495006,-0.05005995074297638,0.01870264676785129,0.24713677026344053
