"","f1","f2","f3","f4","f5","f6","f7","Course","Intervention","Gender_group","Raceethnicity_group","Education_group"
"601",0,0.2,0,0,0,0,0,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"602",0,-0.2,-0.5,0.0833333333333333,0.6,0.166666666666667,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"603",0.285714285714286,0.2,0.25,0,0.3,0.333333333333333,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"604",0.142857142857143,-0.2,-1,0.0833333333333333,0.5,0.166666666666667,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"605",0.5,0.2,0.25,-0.166666666666667,0.3,0.166666666666667,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"606",0.285714285714286,0.2,-0.75,0.166666666666667,0.7,-0.333333333333333,1,"PHY105M","Partner Agreements","Woman","Mixed","1stGen"
"607",0.285714285714286,-0.2,0,0.166666666666667,1,0.166666666666667,0,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"608",0.214285714285714,-0.0666666666666667,-0.25,0.0833333333333333,0.3,0.333333333333333,0,"PHY105M","Partner Agreements","Woman","Mixed","Not1stGen"
"609",0.142857142857143,-0.466666666666667,-0.75,0.0833333333333333,0.5,0.333333333333333,0.833333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"610",0.285714285714286,0.2,0.75,0.0833333333333333,0.3,-0.333333333333333,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"611",0,-0.466666666666667,-0.75,0,0.3,-0.5,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"612",0.357142857142857,-0.2,-0.25,0.0833333333333333,0.4,0.5,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"613",0,-0.333333333333333,-0.5,0.25,0.1,0.666666666666667,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","1stGen"
"614",0.142857142857143,0.2,0,0.0833333333333333,-0.1,-0.5,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"615",0.214285714285714,-0.6,-0.75,0.0833333333333333,0.6,0.333333333333333,0.333333333333333,"PHY105M","Partner Agreements","Man","SND","Not1stGen"
"616",0,-0.2,0,0,0,0,0,"PHY105M","Partner Agreements","Man","SD","1stGen"
"617",0.214285714285714,-0.333333333333333,0.5,0.0833333333333333,0.2,0,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"618",0.0714285714285714,0.0666666666666667,-0.75,0,0.1,0.5,0.333333333333333,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"619",0.285714285714286,0.0666666666666667,0.5,-0.166666666666667,0.1,0.333333333333333,0.333333333333333,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"620",0,-0.0666666666666667,-0.75,0,-0.1,0.166666666666667,0.5,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"621",0.142857142857143,-0.2,-0.5,-0.0833333333333333,0,-0.166666666666667,0.5,"PHY105M","Collaborative Comparison","Woman","Mixed","Not1stGen"
"622",0.357142857142857,-0.6,0,0.166666666666667,0.5,0.333333333333333,0.166666666666667,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"624",0.214285714285714,-0.2,0,0,0.1,0.166666666666667,0,"PHY105M","Collaborative Comparison","Woman","SND","Not1stGen"
"625",0.714285714285714,0.333333333333333,0,0,0.5,0.666666666666667,1,"PHY105M","Collaborative Comparison","Woman","SND","1stGen"
"626",0.0714285714285714,-0.466666666666667,-0.25,0.0833333333333333,0.6,0,0.333333333333333,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"627",0.0714285714285714,-0.2,0.25,-0.25,0.1,0,0.666666666666667,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"628",0.357142857142857,0.466666666666667,-1,0.0833333333333333,0.8,0.166666666666667,1,"PHY105M","Collaborative Comparison","Woman","SND","Not1stGen"
"629",0.428571428571429,-0.6,-0.5,0,0.5,0.166666666666667,0.833333333333333,"PHY105M","Collaborative Comparison","Woman","SD","1stGen"
"630",0.214285714285714,-0.2,0.25,0.25,0.4,-0.166666666666667,0.166666666666667,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"631",0.357142857142857,0.733333333333333,0.25,0,0.1,0.166666666666667,0.5,"PHY105M","Collaborative Comparison","Woman","SD","1stGen"
"632",0.214285714285714,-0.0666666666666667,0,0.0833333333333333,0.4,0.5,0.666666666666667,"PHY105M","Collaborative Comparison","Man","SD","Not1stGen"
"633",-0.285714285714286,-0.333333333333333,-0.75,-0.25,-0.1,0.166666666666667,0,"PHY105M","Collaborative Comparison","Man","SND","1stGen"
"634",-0.285714285714286,-0.2,-0.25,0.0833333333333333,0,0.333333333333333,0,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"635",-0.0714285714285714,-0.2,0,0,0,0,0,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"636",0.357142857142857,-0.2,0,0.25,0.4,0.5,0.5,"PHY105M","Collaborative Comparison","Man","SD","Not1stGen"
"637",0.214285714285714,-0.2,-0.75,0,0.5,0,0.333333333333333,"PHY105M","Collaborative Comparison","Man","SND","1stGen"
"638",-0.285714285714286,-0.333333333333333,1,0,-0.6,-0.5,-0.166666666666667,"PHY105M","Collaborative Comparison","Man","SD","Not1stGen"
"639",0.428571428571429,-0.2,-0.25,-0.0833333333333333,0.8,0.166666666666667,0.833333333333333,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"640",0.357142857142857,-0.0666666666666667,-0.5,0,0.8,0.5,0.5,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"641",0.214285714285714,-0.0666666666666667,0,0.0833333333333333,0.6,0,0.666666666666667,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"642",0.357142857142857,-0.2,-0.75,0.0833333333333333,0.3,0.166666666666667,0.666666666666667,"PHY105M","Collaborative Comparison","Woman","SND","Not1stGen"
"643",0.285714285714286,-0.466666666666667,0,0,0.1,0,0.166666666666667,"PHY105M","Collaborative Comparison","Woman","SND","1stGen"
"644",0.0714285714285714,-0.2,-0.5,-0.0833333333333333,0.2,-0.333333333333333,0.666666666666667,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"645",-0.0714285714285714,-0.333333333333333,-0.75,0.25,0.8,-0.333333333333333,0.166666666666667,"PHY105M","Collaborative Comparison","Man","SND","Not1stGen"
"646",-0.214285714285714,-0.2,-0.25,0.25,-0.1,0,0.666666666666667,"PHY105M","Collaborative Comparison","Man","SND","1stGen"
"647",0.0714285714285714,0.2,-0.25,0,0.4,-0.166666666666667,1,"PHY105M","Collaborative Comparison","Woman","SD","1stGen"
"648",0.142857142857143,-0.333333333333333,-1,-0.25,0.4,0.333333333333333,0.333333333333333,"PHY105M","Collaborative Comparison","Woman","SND","1stGen"
"649",0.214285714285714,-0.6,0.5,0,0.3,0,0.5,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"650",0.285714285714286,0.2,0,0.25,0.4,0.5,0.5,"PHY105M","Collaborative Comparison","Woman","SND","1stGen"
"651",0.0714285714285714,-0.466666666666667,-0.25,0.25,0.5,-0.166666666666667,0.833333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"652",0.571428571428571,0.466666666666667,0.5,0.416666666666667,0.7,0.666666666666667,1,"PHY105M","Control","Woman","SND","Not1stGen"
"653",0.142857142857143,-0.2,0.25,0.0833333333333333,0.4,0.166666666666667,0.833333333333333,"PHY105M","Control","Woman","Mixed","Not1stGen"
"654",0.142857142857143,-0.466666666666667,-0.25,0.0833333333333333,0.7,0.5,0.166666666666667,"PHY105M","Control","Woman","SND","Not1stGen"
"655",0.214285714285714,-0.0666666666666667,0.25,0,0.2,0,0,"PHY105M","Control","Man","SD","1stGen"
"656",0.214285714285714,-0.333333333333333,-0.25,0.0833333333333333,0.5,0.166666666666667,0.5,"PHY105M","Control","Woman","SND","Not1stGen"
"657",0.214285714285714,-0.2,-0.75,0.25,0.2,0.166666666666667,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"658",0,-0.333333333333333,-0.25,0.166666666666667,0.1,-0.333333333333333,0.333333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"659",0.357142857142857,-0.2,-0.75,0,0.9,0,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"660",0.0714285714285714,-0.466666666666667,0,0.25,0.2,-0.166666666666667,0.666666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"661",0.214285714285714,-0.0666666666666667,-0.25,0.166666666666667,0.6,0,0.333333333333333,"PHY105M","Control","Other","SD","Not1stGen"
"662",0.428571428571429,0.2,-0.75,0,0.6,0,0.833333333333333,"PHY105M","Control","Woman","SND","1stGen"
"663",0,-0.0666666666666667,0,0.0833333333333333,0.2,0.166666666666667,0.333333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"664",0.357142857142857,-0.333333333333333,-0.25,0,0.3,0.166666666666667,0.333333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"665",0.428571428571429,0.6,0,0.25,0.6,0.5,0.666666666666667,"PHY105M","Control","Woman","SND","1stGen"
"666",0,0.0666666666666667,-0.25,0.0833333333333333,0.7,0.666666666666667,0.666666666666667,"PHY105M","Control","Man","SND","Not1stGen"
"667",0.357142857142857,-0.333333333333333,0,0.0833333333333333,0.3,0,0.666666666666667,"PHY105M","Control","Man","SND","1stGen"
"668",-0.142857142857143,0.2,0.5,-0.25,0.2,-0.166666666666667,-0.166666666666667,"PHY105N","Control","Man","SND","Not1stGen"
"670",0.214285714285714,-0.2,-0.25,-0.0833333333333333,0.4,0.166666666666667,0.333333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"671",-0.0714285714285714,0.0666666666666667,-0.5,0,-0.2,-0.5,-0.166666666666667,"PHY105N","Control","Man","SD","Not1stGen"
"673",0.142857142857143,-0.2,-0.25,0.0833333333333333,0.5,-0.166666666666667,0.666666666666667,"PHY105N","Control","Man","Mixed","1stGen"
"674",0.357142857142857,-0.466666666666667,-0.5,0.166666666666667,0.6,-0.166666666666667,0.5,"PHY105N","Control","Man","SD","Not1stGen"
"675",0.285714285714286,-0.2,0,0.0833333333333333,0.4,-0.166666666666667,0.166666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"676",0.5,-0.333333333333333,-1,0,1,1,0.5,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"677",0.142857142857143,-0.466666666666667,-0.5,-0.0833333333333333,0.6,0.5,0.333333333333333,"PHY105M","Collaborative Comparison","Woman","SD","1stGen"
"678",0.5,-0.2,0,0.0833333333333333,0.6,0.166666666666667,0.666666666666667,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"679",-0.0714285714285714,-0.2,0,0,-0.2,0.333333333333333,0.166666666666667,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"680",0.214285714285714,0.2,0,0.166666666666667,0.5,0.333333333333333,0.5,"PHY105M","Collaborative Comparison","Man","SD","Not1stGen"
"681",0.214285714285714,0.0666666666666667,-0.5,0.0833333333333333,0.4,0,0.666666666666667,"PHY105M","Collaborative Comparison","Woman","SND","1stGen"
"682",0.571428571428571,-0.6,0,0,0.4,0.166666666666667,0.333333333333333,"PHY105M","Collaborative Comparison","Woman","SND","Not1stGen"
"683",0.0714285714285714,-0.333333333333333,-0.75,0,0.5,0.166666666666667,0.166666666666667,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"684",0.357142857142857,-0.0666666666666667,-1,0,0.7,0.166666666666667,1,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"685",0.142857142857143,-0.2,0.25,-0.0833333333333333,0.2,0,0.166666666666667,"PHY105M","Collaborative Comparison","Man","SD","1stGen"
"686",0.428571428571429,-0.2,0,0.75,0.7,0.5,0.666666666666667,"PHY105M","Collaborative Comparison","Woman","SND","Not1stGen"
"687",0.428571428571429,-0.333333333333333,-1,-0.0833333333333333,0.5,0.333333333333333,0.5,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"688",0.5,-1,0,0,0.8,0.333333333333333,1,"PHY105M","Collaborative Comparison","Man","SD","Not1stGen"
"689",-0.142857142857143,0.6,-0.25,-0.0833333333333333,0.5,-0.166666666666667,0.666666666666667,"PHY105M","Collaborative Comparison","Man","SD","Not1stGen"
"690",0.571428571428571,-0.2,-1,0,1,0.333333333333333,1,"PHY105M","Collaborative Comparison","Woman","SD","Not1stGen"
"691",-0.0714285714285714,-0.333333333333333,-0.25,0.166666666666667,0,-0.166666666666667,0.333333333333333,"PHY105M","Collaborative Comparison","Woman","SND","1stGen"
"692",0.214285714285714,-0.0666666666666667,0.25,0.166666666666667,0.5,0.333333333333333,0.166666666666667,"PHY105M","Collaborative Comparison","Man","SD","Not1stGen"
"693",0.285714285714286,-0.6,0,0.166666666666667,0.2,0.5,1,"PHY105M","Control","Woman","SD","Not1stGen"
"694",0.214285714285714,-0.6,-0.5,0.333333333333333,0.4,0.333333333333333,1,"PHY105M","Control","Woman","Mixed","Not1stGen"
"695",-0.0714285714285714,0.2,0.25,0.0833333333333333,0.3,0.333333333333333,0.166666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"696",0,-0.0666666666666667,-0.25,0.25,0.1,-0.333333333333333,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"697",0.428571428571429,0.0666666666666667,-0.25,0.166666666666667,0.3,0,0.666666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"698",0.142857142857143,0.0666666666666667,-0.25,0,0.2,-0.166666666666667,0.166666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"699",0.142857142857143,-0.333333333333333,-1,0,0.4,0.166666666666667,0.5,"PHY105M","Control","Woman","SND","1stGen"
"700",0.214285714285714,0.2,0,-0.166666666666667,0.5,0,0.333333333333333,"PHY105M","Control","Woman","SND","Not1stGen"
"701",0.5,0.0666666666666667,0.25,-0.166666666666667,0.5,0.333333333333333,0.333333333333333,"PHY105M","Control","Woman","SD","1stGen"
"702",0.428571428571429,-0.333333333333333,-1,-0.166666666666667,0.3,0.5,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"703",-0.285714285714286,0.0666666666666667,-0.25,0.0833333333333333,-0.3,-0.166666666666667,0.333333333333333,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"704",-0.142857142857143,0.0666666666666667,0,0.166666666666667,0.1,-0.5,0.166666666666667,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"705",0.0714285714285714,-0.333333333333333,-1,0.666666666666667,0.6,0.166666666666667,0.5,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"706",0.0714285714285714,-0.2,-0.5,-0.0833333333333333,0.5,0,0.833333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"707",0.0714285714285714,-0.466666666666667,0.5,0,-0.1,0.833333333333333,0,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"708",0.0714285714285714,0.0666666666666667,-0.75,0,0.5,0.5,0.5,"PHY105M","Partner Agreements","Other","SD","Not1stGen"
"709",0.214285714285714,-0.0666666666666667,-0.25,-0.166666666666667,0.2,0.166666666666667,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","1stGen"
"710",0.642857142857143,-0.2,-0.25,0.25,0.5,0.333333333333333,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"711",-0.0714285714285714,-0.333333333333333,-0.75,0.416666666666667,0.7,-0.333333333333333,0.166666666666667,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"712",0.428571428571429,-0.333333333333333,-0.75,0.0833333333333333,1,0.166666666666667,1,"PHY105M","Partner Agreements","Man","SND","1stGen"
"713",-0.428571428571429,0.0666666666666667,-0.5,-0.25,0.5,0.333333333333333,0.5,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"714",0.214285714285714,-0.333333333333333,-0.5,0.333333333333333,0.2,0.166666666666667,0.5,"PHY105M","Partner Agreements","Woman","Mixed","Not1stGen"
"715",0,-0.2,-0.5,0.166666666666667,0.3,0,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"716",0.357142857142857,-0.333333333333333,0,0,0.7,0.833333333333333,1,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"717",0.285714285714286,0.0666666666666667,-0.5,0.25,0.8,0.5,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"718",0.142857142857143,-0.333333333333333,-0.25,0,0.5,0.166666666666667,0.333333333333333,"PHY105M","Partner Agreements","Man","SND","Not1stGen"
"719",0.428571428571429,0.333333333333333,-0.5,0.166666666666667,0.5,0.333333333333333,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"720",0.357142857142857,-1,0.75,0,-0.2,0,1,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"721",0,0.333333333333333,0,0.25,0.2,0.333333333333333,0.833333333333333,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"722",-0.0714285714285714,-0.2,-0.25,0.0833333333333333,-0.3,0.5,0.833333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"723",0.5,-0.2,0.25,0.25,0.4,0.5,0.5,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"724",0.714285714285714,-0.333333333333333,-0.5,0,0.7,-0.666666666666667,0.666666666666667,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"725",0.214285714285714,-0.333333333333333,-0.5,0,0.2,0.166666666666667,0.166666666666667,"PHY105M","Partner Agreements","Woman","Mixed","Not1stGen"
"726",0.428571428571429,-0.2,0.75,0.0833333333333333,0.6,0.666666666666667,0.666666666666667,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"727",0,-0.2,-0.5,0,-0.1,-0.166666666666667,0.666666666666667,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"728",0.142857142857143,-0.2,0,0.166666666666667,0.3,0,0.833333333333333,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"729",0.214285714285714,0.2,0,0,0.3,0,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"730",0.142857142857143,-0.333333333333333,-1,0,0.4,0.5,0.666666666666667,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"731",0.357142857142857,0.0666666666666667,0.5,0.25,0.4,0.333333333333333,0.833333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"733",0.357142857142857,-0.2,0.5,0.333333333333333,0.3,0.333333333333333,0.166666666666667,"PHY105N","Partner Agreements","Man","Mixed","1stGen"
"734",0.142857142857143,-0.2,-1,0,0.7,0.166666666666667,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"735",0.571428571428571,-0.2,0.25,0.0833333333333333,0.5,0.166666666666667,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"736",0.214285714285714,-0.333333333333333,-1,0.25,0.3,0.5,0.833333333333333,"PHY105N","Partner Agreements","Woman","Mixed","Not1stGen"
"737",0.142857142857143,-0.6,-0.25,0.0833333333333333,0.3,0.166666666666667,0.333333333333333,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"738",0,-0.466666666666667,-0.5,-0.0833333333333333,0.1,-0.666666666666667,0.666666666666667,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"739",0.0714285714285714,-0.333333333333333,0.25,0,0.2,-0.333333333333333,1,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"740",0.0714285714285714,-0.2,0.25,-0.0833333333333333,0.2,0.333333333333333,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"741",0.285714285714286,-0.0666666666666667,-1,0,0.6,0.666666666666667,0.166666666666667,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"742",0.428571428571429,-0.2,-1,0.0833333333333333,0,0.666666666666667,0.5,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"743",0.357142857142857,-0.333333333333333,-0.5,0.166666666666667,0.3,0.666666666666667,0.5,"PHY105M","Collaborative Comparison","Woman","SND","Not1stGen"
"744",0.0714285714285714,0.0666666666666667,0.75,0.0833333333333333,0.2,0.666666666666667,-0.333333333333333,"PHY105M","Collaborative Comparison","Other","Mixed","Not1stGen"
"745",0,-0.0666666666666667,-0.25,0.166666666666667,0.2,-0.166666666666667,0.666666666666667,"PHY105M","Collaborative Comparison","Man","SND","Not1stGen"
"746",-0.285714285714286,-0.466666666666667,-0.5,0,0.1,-0.333333333333333,1,"PHY105M","Collaborative Comparison","Man","SND","1stGen"
"747",0.142857142857143,-0.0666666666666667,0.25,0.333333333333333,0.2,0.166666666666667,0.333333333333333,"PHY105M","Collaborative Comparison","Woman","SND","1stGen"
"748",0.5,-0.2,-0.75,0,0.6,0.166666666666667,0.666666666666667,"PHY105M","Collaborative Comparison","Man","Mixed","Not1stGen"
"749",0.0714285714285714,-0.2,-0.5,0,0.2,0.333333333333333,0.5,"PHY105M","Collaborative Comparison","Woman","Mixed","Not1stGen"
"750",0.285714285714286,0.0666666666666667,-0.5,-0.166666666666667,0.4,0.333333333333333,0.333333333333333,"PHY105M","Collaborative Comparison","Man","SND","1stGen"
"751",0.428571428571429,0.333333333333333,0.5,0,0.6,0.666666666666667,0.5,"PHY105M","Control","Man","SD","Not1stGen"
"752",0.142857142857143,0.2,-0.5,0,0.4,0.333333333333333,0.333333333333333,"PHY105M","Control","Woman","SND","Not1stGen"
"753",0.0714285714285714,-0.2,-0.25,0.0833333333333333,0,-0.166666666666667,0.833333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"754",0.285714285714286,-0.2,-0.25,0.0833333333333333,0.4,0,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"755",0.428571428571429,-0.333333333333333,-0.75,0.0833333333333333,0.6,0.166666666666667,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"756",0.571428571428571,-0.2,-1,0.333333333333333,1,0.666666666666667,1,"PHY105M","Control","Woman","SND","Not1stGen"
"757",0.571428571428571,-0.0666666666666667,-1,0,0.4,0.166666666666667,0.666666666666667,"PHY105M","Control","Woman","SD","1stGen"
"758",0.357142857142857,0.2,0,0.0833333333333333,0.6,0,0.333333333333333,"PHY105M","Control","Man","SD","1stGen"
"759",0,0.0666666666666667,0.25,0.0833333333333333,-0.1,0,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"760",0.5,-0.0666666666666667,-0.25,0.166666666666667,0.4,0.166666666666667,-0.166666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"762",0.642857142857143,-0.6,0,0.0833333333333333,0.2,0.333333333333333,0.333333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"764",0.142857142857143,-0.2,0.25,-0.0833333333333333,-0.1,-0.5,-0.666666666666667,"PHY105M","Control","Woman","SND","Not1stGen"
"765",0.0714285714285714,-0.2,0,-0.0833333333333333,0.3,-0.166666666666667,0.666666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"766",0.214285714285714,-0.0666666666666667,-0.5,0.25,0.6,0.166666666666667,0.333333333333333,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"767",0,-0.0666666666666667,0.5,0.0833333333333333,-0.1,-0.5,-0.333333333333333,"PHY105N","Collaborative Comparison","Woman","SND","Not1stGen"
"768",0.214285714285714,-0.2,-0.75,0.166666666666667,0.5,0.333333333333333,1,"PHY105N","Collaborative Comparison","Man","SND","1stGen"
"769",0.0714285714285714,-0.2,0.25,-0.166666666666667,0.2,0,0,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"770",0,0.2,0.25,0,-0.1,0.333333333333333,0.333333333333333,"PHY105N","Collaborative Comparison","Man","SND","1stGen"
"771",0.214285714285714,-0.2,0.25,0.25,0.5,0.333333333333333,0.166666666666667,"PHY105N","Collaborative Comparison","Woman","SND","1stGen"
"772",0.214285714285714,-0.2,-0.25,0.0833333333333333,0.8,0.333333333333333,0.833333333333333,"PHY105N","Collaborative Comparison","Other","SD","Not1stGen"
"773",0.285714285714286,0.466666666666667,0.5,0.25,0.4,0.333333333333333,0.5,"PHY105N","Collaborative Comparison","Woman","SND","Not1stGen"
"775",0.285714285714286,-0.2,-0.75,-0.166666666666667,0.6,0,0.666666666666667,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"776",0.0714285714285714,0.0666666666666667,0.25,0.166666666666667,0.2,0.166666666666667,0.5,"PHY105N","Collaborative Comparison","Woman","SND","Not1stGen"
"777",0.142857142857143,-0.333333333333333,-0.5,0.0833333333333333,0.5,-0.333333333333333,1,"PHY105N","Collaborative Comparison","Woman","SD","1stGen"
"778",-0.214285714285714,-0.2,0.75,-0.25,-0.3,-0.333333333333333,-0.166666666666667,"PHY105N","Collaborative Comparison","Man","SD","1stGen"
"779",0.285714285714286,-0.333333333333333,-0.25,0.0833333333333333,0.6,0,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"780",0.285714285714286,-0.2,-0.5,0.0833333333333333,0.4,0.333333333333333,0.5,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"781",0.0714285714285714,-0.333333333333333,0,0.166666666666667,-0.2,0.5,0,"PHY105N","Partner Agreements","Man","SD","1stGen"
"782",0.142857142857143,-0.0666666666666667,-0.5,0.25,0.5,0.333333333333333,0.5,"PHY105N","Partner Agreements","Woman","Mixed","Not1stGen"
"783",0.285714285714286,0.0666666666666667,-0.25,0.0833333333333333,0.1,0.833333333333333,0.333333333333333,"PHY105N","Partner Agreements","Man","SND","Not1stGen"
"784",0.571428571428571,-0.333333333333333,-0.5,0.166666666666667,0.5,0.333333333333333,0.333333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"785",0.214285714285714,0.2,-0.75,0,0.9,0.666666666666667,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"786",0.571428571428571,-0.2,-1,0.0833333333333333,0.2,-0.166666666666667,0.5,"PHY105N","Partner Agreements","Man","SND","1stGen"
"787",0.428571428571429,-0.2,-0.5,0,1,0.166666666666667,0.666666666666667,"PHY105M","Control","Woman","SD","1stGen"
"788",0.0714285714285714,-0.333333333333333,-0.5,-0.0833333333333333,0.3,0.333333333333333,0.666666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"789",0.285714285714286,-0.0666666666666667,-0.5,0.0833333333333333,0.5,0.5,0.166666666666667,"PHY105M","Control","Woman","SND","Not1stGen"
"790",0.357142857142857,-0.2,-0.75,0.25,0.5,0.5,0.5,"PHY105M","Control","Woman","SND","1stGen"
"791",0.5,-0.466666666666667,0,-0.0833333333333333,0.8,0,0.166666666666667,"PHY105M","Control","Woman","SND","Not1stGen"
"792",0.571428571428571,-0.333333333333333,-0.25,0.166666666666667,0.4,-0.666666666666667,0.166666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"793",0.428571428571429,-0.333333333333333,-0.75,0.166666666666667,0.4,0.166666666666667,1,"PHY105M","Control","Woman","SND","1stGen"
"794",0.142857142857143,-0.333333333333333,0.5,0.0833333333333333,0.1,0.166666666666667,0.5,"PHY105M","Control","Man","SD","Not1stGen"
"795",0.214285714285714,-0.2,-0.5,0.416666666666667,0.3,-0.166666666666667,0.666666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"796",0.5,-0.0666666666666667,-0.75,-0.166666666666667,0.6,0.166666666666667,0.833333333333333,"PHY105M","Control","Woman","SND","1stGen"
"797",0.214285714285714,-0.2,0,0.25,0.4,0,0.333333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"798",0.285714285714286,-0.2,0,0,0.5,0.166666666666667,0.5,"PHY105M","Control","Woman","SND","Not1stGen"
