"","f1","f2","f3","f4","f5","f6","f7","Course","Intervention","Gender_group","Raceethnicity_group","Education_group"
"799",0,-0.2,0,0.0833333333333333,0.1,-0.333333333333333,0.666666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"800",0.285714285714286,-0.333333333333333,-0.25,0,0.2,-0.166666666666667,0.666666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"801",-0.0714285714285714,-0.2,-0.25,-0.25,0.1,-0.166666666666667,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"802",0.285714285714286,-0.2,0,-0.0833333333333333,0.1,0.333333333333333,0.333333333333333,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"803",0.428571428571429,-0.6,0,0.166666666666667,0.1,-0.166666666666667,0.333333333333333,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"804",0.285714285714286,-0.2,-0.5,-0.0833333333333333,0.8,0.166666666666667,0.666666666666667,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"805",0.214285714285714,-0.2,-0.25,0,0.2,0.5,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"806",0.142857142857143,-0.0666666666666667,-0.25,-0.0833333333333333,0.4,0.5,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"807",0.428571428571429,-0.333333333333333,-0.75,0,0.8,0.166666666666667,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"808",0.142857142857143,-0.0666666666666667,0,0.25,0.8,0.5,0.833333333333333,"PHY105M","Partner Agreements","Man","Mixed","Not1stGen"
"809",0.357142857142857,-0.2,-0.25,-0.0833333333333333,0.4,0.833333333333333,0.666666666666667,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"810",-0.142857142857143,0.2,-0.5,0,-0.4,0,0.333333333333333,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"811",0.5,-0.0666666666666667,-0.25,0.583333333333333,0.5,0.333333333333333,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"812",0.0714285714285714,-0.2,0,0.0833333333333333,0.2,0.666666666666667,0.5,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"814",0.357142857142857,-0.333333333333333,0,0.25,0.4,0.166666666666667,0.833333333333333,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"815",0.428571428571429,-0.333333333333333,-1,0.25,1,-0.333333333333333,1,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"816",0.428571428571429,-0.733333333333333,0,0.0833333333333333,0.4,0.166666666666667,1,"PHY105M","Control","Man","SD","Not1stGen"
"817",0.428571428571429,-0.333333333333333,-1,-0.0833333333333333,0.6,-0.333333333333333,0.333333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"818",0.357142857142857,-0.2,-0.25,0.166666666666667,0,-0.333333333333333,0,"PHY105M","Control","Man","SD","Not1stGen"
"819",0.428571428571429,-0.2,-0.25,0,0.4,0.333333333333333,0.333333333333333,"PHY105M","Control","Woman","SND","Not1stGen"
"820",0.142857142857143,-0.333333333333333,0.25,0.166666666666667,0.4,-0.333333333333333,0.166666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"821",0.0714285714285714,-0.466666666666667,0,0.0833333333333333,0.1,0.5,0,"PHY105M","Control","Man","SD","Not1stGen"
"822",0.285714285714286,-0.2,-1,0.25,0.7,0.166666666666667,0.833333333333333,"PHY105M","Control","Woman","SND","Not1stGen"
"823",0.357142857142857,-0.6,-1,0,0.6,0.333333333333333,0.666666666666667,"PHY105M","Control","Woman","SD","1stGen"
"824",0.357142857142857,-0.2,0.5,0.166666666666667,0.4,0.166666666666667,1,"PHY105M","Control","Woman","SD","Not1stGen"
"825",0.142857142857143,-0.2,0.5,0.25,0,-0.166666666666667,0.5,"PHY105M","Control","Other","SD","Not1stGen"
"826",0.0714285714285714,-0.333333333333333,0,0.0833333333333333,0.3,0.5,0.5,"PHY105M","Control","Man","Mixed","Not1stGen"
"827",0,-0.2,0.25,0,0.1,0.333333333333333,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"828",0.214285714285714,-0.2,0,0.0833333333333333,0.1,0.166666666666667,0,"PHY105M","Control","Man","SD","Not1stGen"
"831",0.214285714285714,0.0666666666666667,-0.25,0.0833333333333333,0.3,0.5,0.666666666666667,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"832",0.214285714285714,-0.0666666666666667,0.25,0.0833333333333333,0.1,0.666666666666667,0.666666666666667,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"833",-0.0714285714285714,0.0666666666666667,0.75,0.0833333333333333,0.2,0.666666666666667,0.333333333333333,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"834",0.0714285714285714,0.0666666666666667,0.5,0,0,0.5,0.833333333333333,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"835",0.0714285714285714,-0.2,-0.25,0.0833333333333333,0.5,0.333333333333333,0.5,"PHY105N","Collaborative Comparison","Man","SD","1stGen"
"836",0.214285714285714,-0.0666666666666667,-0.5,-0.0833333333333333,0.3,0.333333333333333,0.5,"PHY105N","Collaborative Comparison","Woman","SD","1stGen"
"837",0.214285714285714,-0.333333333333333,-0.5,-0.25,0.5,-0.166666666666667,0.5,"PHY105N","Collaborative Comparison","Woman","SND","1stGen"
"839",0.0714285714285714,-0.333333333333333,-1,-0.0833333333333333,0.1,0.333333333333333,0.666666666666667,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"840",-0.0714285714285714,0.2,0.25,0.166666666666667,0.1,0.166666666666667,0,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"841",0.285714285714286,0.333333333333333,0,0.166666666666667,0.6,0.5,1,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"842",0.285714285714286,-0.2,0,0,0.4,0.333333333333333,0.5,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"843",-0.142857142857143,-0.333333333333333,-0.75,0.416666666666667,0.2,0.166666666666667,0.666666666666667,"PHY105N","Collaborative Comparison","Man","SND","Not1stGen"
"844",0.285714285714286,-0.333333333333333,-0.5,0.166666666666667,0.6,0.5,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"845",0.428571428571429,-0.333333333333333,-1,0,0.7,-0.166666666666667,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"846",0,-0.2,-0.25,0,0.1,0,0.5,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"847",0.5,-0.0666666666666667,-0.75,0.25,0.9,0.166666666666667,0.833333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"848",0,-1,0,0,0,0,0,"PHY105M","Partner Agreements","Man","Mixed","Not1stGen"
"849",-0.0714285714285714,-0.0666666666666667,-1,-0.0833333333333333,0.6,0.166666666666667,0.833333333333333,"PHY105M","Partner Agreements","Man","SD","1stGen"
"850",0.142857142857143,-0.0666666666666667,-1,-0.0833333333333333,0.4,0.166666666666667,0.333333333333333,"PHY105M","Partner Agreements","Woman","Mixed","Not1stGen"
"851",0.357142857142857,-0.0666666666666667,-1,0,0.9,0.5,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"852",0.285714285714286,-0.333333333333333,-0.75,0,0.7,0,0.833333333333333,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"853",0.214285714285714,0.0666666666666667,-0.25,0,0.4,-0.166666666666667,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"854",0.214285714285714,-0.2,-0.25,0.166666666666667,0.3,0.166666666666667,0.5,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"855",0.357142857142857,-0.333333333333333,0.5,-0.0833333333333333,0.3,0.166666666666667,0.666666666666667,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"857",0.142857142857143,-0.333333333333333,0,0.0833333333333333,0.4,0,0.333333333333333,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"858",0.0714285714285714,0.2,0.5,-0.0833333333333333,0.4,-0.166666666666667,0.333333333333333,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"859",0.0714285714285714,-0.2,0.25,0.166666666666667,0.3,0.166666666666667,0.166666666666667,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"860",0.142857142857143,-0.2,-0.75,0,0.1,-0.333333333333333,0.333333333333333,"PHY105N","Collaborative Comparison","Woman","SND","Not1stGen"
"861",0.357142857142857,-0.333333333333333,-1,0.0833333333333333,0.5,0.333333333333333,0.5,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"862",0.428571428571429,-0.2,0.25,0.25,0.1,0.666666666666667,-0.166666666666667,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"863",0.357142857142857,-0.333333333333333,-0.25,0.166666666666667,0.3,0.166666666666667,0.833333333333333,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"864",0.285714285714286,-0.0666666666666667,-0.5,-0.0833333333333333,0.2,-0.5,-0.166666666666667,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"865",0.142857142857143,-0.2,0,0.166666666666667,0.5,0,0.333333333333333,"PHY105N","Collaborative Comparison","Man","SND","1stGen"
"866",0,0.0666666666666667,0,0,0.1,-0.166666666666667,0,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"867",0.214285714285714,-0.2,-0.75,0.0833333333333333,0.7,0.666666666666667,0.833333333333333,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"868",0.428571428571429,-0.0666666666666667,-0.25,0.0833333333333333,0.5,0.333333333333333,0.333333333333333,"PHY105N","Collaborative Comparison","Man","SND","Not1stGen"
"869",0.357142857142857,-0.2,1,0.166666666666667,0.6,0,0,"PHY105N","Control","Woman","SD","1stGen"
"870",0.214285714285714,-0.2,-0.5,0,0.3,0.166666666666667,0.833333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"871",0.285714285714286,-0.466666666666667,-0.25,0,0.5,0,0.5,"PHY105N","Control","Woman","SD","Not1stGen"
"872",0.285714285714286,0.0666666666666667,-0.25,0,0.5,-0.333333333333333,0.5,"PHY105N","Control","Man","SD","1stGen"
"873",0.5,-0.2,-0.75,0,0.9,0,0.666666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"875",0.285714285714286,-0.6,-0.5,0,0.4,0.333333333333333,0.5,"PHY105N","Control","Woman","SD","Not1stGen"
"876",0.428571428571429,-0.333333333333333,-0.25,0,0.9,0.333333333333333,0.666666666666667,"PHY105N","Control","Woman","Mixed","Not1stGen"
"877",0.142857142857143,-0.2,-0.75,0,0.5,0.333333333333333,0.833333333333333,"PHY105N","Control","Woman","SND","Not1stGen"
"878",-0.0714285714285714,0.2,0,-0.166666666666667,0.3,0.333333333333333,0.333333333333333,"PHY105N","Control","Man","SD","Not1stGen"
"879",0.214285714285714,-0.333333333333333,-1,0,0.8,0.333333333333333,1,"PHY105N","Control","Woman","SND","Not1stGen"
"880",0.142857142857143,-0.0666666666666667,0.5,-0.0833333333333333,-0.1,0,0.166666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"881",0.5,-0.2,-0.25,-0.0833333333333333,0.3,0.333333333333333,0.333333333333333,"PHY105N","Control","Man","SND","Not1stGen"
"882",0.0714285714285714,0.333333333333333,-0.5,-0.25,0.3,0,0.666666666666667,"PHY105N","Control","Woman","SD","1stGen"
"883",0.428571428571429,0.0666666666666667,-0.75,0.25,0.6,-0.166666666666667,0.833333333333333,"PHY105N","Control","Man","SD","Not1stGen"
"884",0.357142857142857,-0.0666666666666667,0.5,0.416666666666667,0.2,0.166666666666667,0.833333333333333,"PHY105N","Control","Man","SD","Not1stGen"
"885",-0.0714285714285714,-0.333333333333333,0,0.0833333333333333,0,0,0,"PHY105N","Partner Agreements","Man","SD","1stGen"
"886",0.0714285714285714,0.0666666666666667,-0.5,0.0833333333333333,0,0.5,0.833333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"887",0.142857142857143,0.2,0.25,0.0833333333333333,0.3,0.333333333333333,0.166666666666667,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"888",0.142857142857143,-0.2,-0.5,0.0833333333333333,-0.4,0.166666666666667,-0.333333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"889",0.5,-0.2,0.25,0.0833333333333333,0,0,0.666666666666667,"PHY105N","Partner Agreements","Woman","Mixed","Not1stGen"
"890",0.0714285714285714,-0.2,-0.25,-0.0833333333333333,0,0,0.166666666666667,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"891",0.214285714285714,0.0666666666666667,0.25,-0.0833333333333333,-0.1,0.166666666666667,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"892",0.214285714285714,-0.6,-0.5,-0.166666666666667,0.2,0,0,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"893",0.142857142857143,-0.466666666666667,-0.5,0.25,0.5,0.166666666666667,0.5,"PHY105N","Partner Agreements","Other","SD","Not1stGen"
"894",0.214285714285714,-0.0666666666666667,0.5,-0.166666666666667,0.5,0.666666666666667,0.166666666666667,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"895",0.142857142857143,-0.0666666666666667,-0.5,0.166666666666667,0.2,0,0.5,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"896",0.0714285714285714,-0.466666666666667,-1,-0.166666666666667,0,0.333333333333333,0.166666666666667,"PHY105N","Partner Agreements","Other","SND","Not1stGen"
"897",0.285714285714286,-0.0666666666666667,-1,0,0.7,0.333333333333333,0.666666666666667,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"898",0,-0.0666666666666667,0.25,-0.0833333333333333,0,0.333333333333333,0.833333333333333,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"899",0.142857142857143,0.0666666666666667,-1,0,0.7,0.333333333333333,0.666666666666667,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"900",0.428571428571429,-0.0666666666666667,-0.75,0,0.7,0.666666666666667,0.833333333333333,"PHY105N","Partner Agreements","Man","SND","1stGen"
"901",0,0.0666666666666667,0.75,-0.0833333333333333,-0.3,-0.166666666666667,0.333333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"902",0.357142857142857,0.0666666666666667,0,0.333333333333333,0.6,0.333333333333333,1,"PHY105N","Control","Man","SD","Not1stGen"
"903",-0.0714285714285714,-1,-0.25,0.25,0.2,0,0,"PHY105N","Control","Woman","SD","Not1stGen"
"904",0.285714285714286,-0.0666666666666667,-0.75,0.416666666666667,0.4,0.333333333333333,0.833333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"905",0.214285714285714,-0.2,-0.25,0,0.2,-0.333333333333333,0.833333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"906",0.357142857142857,-0.333333333333333,0,0.0833333333333333,0.3,-0.166666666666667,0.833333333333333,"PHY105N","Control","Woman","SD","1stGen"
"908",0.357142857142857,-0.333333333333333,-1,0.0833333333333333,0.7,0.333333333333333,0.5,"PHY105N","Control","Woman","SD","Not1stGen"
"909",0.214285714285714,-0.2,-0.25,0,0.5,0.166666666666667,0.5,"PHY105N","Control","Man","Mixed","Not1stGen"
"910",-0.214285714285714,-0.466666666666667,-0.25,-0.0833333333333333,0.6,1,0.666666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"911",0.357142857142857,-0.2,0,-0.0833333333333333,0.5,-0.166666666666667,0.666666666666667,"PHY105N","Control","Man","SD","Not1stGen"
"912",-0.0714285714285714,-0.2,-0.75,-0.0833333333333333,0,0,0.333333333333333,"PHY105N","Control","Woman","SD","1stGen"
"913",0.357142857142857,-0.333333333333333,0,0.166666666666667,0.7,0.333333333333333,0.5,"PHY105N","Control","Woman","SD","Not1stGen"
"914",0.0714285714285714,-0.2,0,0,0,0,0.5,"PHY105N","Control","Man","SD","Not1stGen"
"915",0.214285714285714,-0.2,-0.75,0.0833333333333333,0.3,0.333333333333333,0.5,"PHY105N","Control","Man","SD","Not1stGen"
"916",0.0714285714285714,-0.6,0.25,0.0833333333333333,-0.2,0,0,"PHY105N","Control","Woman","SD","Not1stGen"
"917",0.0714285714285714,-0.2,-0.5,-0.166666666666667,0.1,-0.166666666666667,0.333333333333333,"PHY105N","Partner Agreements","Man","SND","1stGen"
"918",0.285714285714286,0.2,-1,0.0833333333333333,0.7,-0.333333333333333,0.5,"PHY105N","Partner Agreements","Woman","SD","1stGen"
"919",0.0714285714285714,-0.2,-0.25,-0.0833333333333333,0.4,0.5,0.333333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"920",0.285714285714286,-0.333333333333333,-0.5,0,0.8,0.166666666666667,1,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"921",0.142857142857143,-0.333333333333333,-1,0.0833333333333333,0.3,-0.166666666666667,1,"PHY105N","Partner Agreements","Man","SND","Not1stGen"
"922",0.357142857142857,-0.466666666666667,-1,-0.25,0.9,0.333333333333333,1,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"923",0.428571428571429,-0.333333333333333,-1,0.0833333333333333,0.9,0.333333333333333,0.5,"PHY105N","Partner Agreements","Woman","Mixed","Not1stGen"
"924",0.5,-0.2,-0.25,0,0.7,0,1,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"925",0.142857142857143,-0.2,0,0.333333333333333,1,-0.166666666666667,0.5,"PHY105N","Partner Agreements","Man","SND","Not1stGen"
"926",-0.0714285714285714,0.2,0.5,0.0833333333333333,-0.2,0,0.333333333333333,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"927",-0.142857142857143,-0.466666666666667,-1,-0.0833333333333333,-0.1,-0.666666666666667,0,"PHY105N","Collaborative Comparison","Woman","SND","1stGen"
"928",0.214285714285714,0.2,-1,0.166666666666667,0.4,0.333333333333333,0.5,"PHY105N","Collaborative Comparison","Man","SD","1stGen"
"929",0.285714285714286,-0.0666666666666667,-0.25,0,0.3,0,0.166666666666667,"PHY105N","Collaborative Comparison","Woman","SD","1stGen"
"930",0.357142857142857,-0.333333333333333,0.25,0.166666666666667,0.5,-0.333333333333333,1,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"931",0.0714285714285714,-0.2,0,0,0.1,0.333333333333333,0.166666666666667,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"932",0.285714285714286,-0.333333333333333,0.5,0.0833333333333333,0.2,-0.166666666666667,0.5,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"933",0.5,-0.0666666666666667,-0.25,0,0.6,0.333333333333333,0.5,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"934",0.142857142857143,-0.333333333333333,-1,0.166666666666667,0,0.5,1,"PHY105N","Collaborative Comparison","Man","SND","1stGen"
"935",0.357142857142857,-0.2,0.5,0,0.5,0.166666666666667,0.5,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"936",0.142857142857143,-0.0666666666666667,-0.25,-0.0833333333333333,-0.2,-0.666666666666667,0.166666666666667,"PHY105N","Collaborative Comparison","Other","Mixed","Not1stGen"
"937",0.0714285714285714,0.333333333333333,-1,0,0.7,0.5,0.666666666666667,"PHY105N","Collaborative Comparison","Man","SND","1stGen"
"938",0.142857142857143,-0.333333333333333,-0.75,-0.0833333333333333,0.8,-0.166666666666667,0.5,"PHY105N","Collaborative Comparison","Man","SND","1stGen"
"939",0.285714285714286,0.0666666666666667,-0.5,-0.0833333333333333,0.4,0.5,0.333333333333333,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"940",-0.214285714285714,-0.2,0,0.166666666666667,0,0,0,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"941",0.142857142857143,-0.333333333333333,-0.5,0.166666666666667,0.4,0.333333333333333,0.166666666666667,"PHY105N","Partner Agreements","Man","SD","1stGen"
"942",0,-0.2,0.5,0,0.2,0.166666666666667,0.166666666666667,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"943",0.142857142857143,-0.0666666666666667,0,0,0,0.166666666666667,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"944",0.214285714285714,0.0666666666666667,-0.25,0.0833333333333333,0.3,0.5,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"945",0.214285714285714,-0.333333333333333,-0.25,-0.166666666666667,0.5,0.333333333333333,0.666666666666667,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"946",0.571428571428571,-0.2,-0.25,0.25,0.6,0.166666666666667,0.833333333333333,"PHY105N","Partner Agreements","Man","SND","1stGen"
"947",0.357142857142857,-0.333333333333333,-0.75,0.166666666666667,0.5,0.333333333333333,0.833333333333333,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"948",0.285714285714286,-0.333333333333333,-0.5,0.25,0.5,0.166666666666667,0.5,"PHY105N","Partner Agreements","Man","Mixed","Not1stGen"
"949",0.214285714285714,-0.333333333333333,0.25,-0.0833333333333333,0.4,0.166666666666667,0.166666666666667,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"950",0.357142857142857,-0.0666666666666667,-0.75,0.166666666666667,0.5,0.166666666666667,0.5,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"951",0.357142857142857,-0.0666666666666667,-0.25,0.333333333333333,0.5,0.166666666666667,0.833333333333333,"PHY105N","Partner Agreements","Man","SND","1stGen"
"952",0,-0.6,0.25,0.166666666666667,0,-0.166666666666667,0.333333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"953",0.285714285714286,-0.2,-0.75,0,0.6,-0.166666666666667,0.833333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"954",0.5,-0.2,-0.75,0,0.8,0.666666666666667,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"955",0.428571428571429,-0.0666666666666667,-0.5,-0.0833333333333333,0.2,0.166666666666667,0.666666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"956",-0.142857142857143,-0.333333333333333,-0.25,0.25,0.4,0.166666666666667,0.333333333333333,"PHY105M","Control","Man","SND","1stGen"
"957",0.285714285714286,0.0666666666666667,0,0.166666666666667,0.5,-0.166666666666667,1,"PHY105M","Control","Woman","SD","Not1stGen"
"958",0.357142857142857,-0.6,-0.25,0.25,0.7,0.5,0.666666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"959",0.0714285714285714,-0.333333333333333,-0.25,0.166666666666667,0.1,0,0.166666666666667,"PHY105M","Control","Man","SND","1stGen"
"960",0.214285714285714,0.2,-0.75,0.0833333333333333,0.4,0,0.5,"PHY105M","Control","Woman","SND","Not1stGen"
"961",-0.142857142857143,-0.2,0.25,-0.0833333333333333,0,-0.333333333333333,1,"PHY105M","Control","Woman","Mixed","Not1stGen"
"962",0,-0.2,-0.25,0,0.5,0.166666666666667,0.333333333333333,"PHY105M","Control","Woman","Mixed","Not1stGen"
"964",0.285714285714286,-0.2,0.25,0.25,-0.3,-0.166666666666667,0.333333333333333,"PHY105N","Control","Woman","SND","Not1stGen"
"965",0.214285714285714,-0.2,-0.5,0.0833333333333333,0.3,0.166666666666667,0.833333333333333,"PHY105M","Control","Woman","Mixed","Not1stGen"
"966",0.214285714285714,-0.2,0,0.0833333333333333,0.5,0.166666666666667,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"967",0.5,-0.2,-0.75,0.0833333333333333,0.8,-0.166666666666667,0.5,"PHY105N","Control","Man","SD","Not1stGen"
"968",0.285714285714286,0.0666666666666667,0.25,0.0833333333333333,0.3,0.166666666666667,0.5,"PHY105N","Control","Man","SD","Not1stGen"
"969",-0.0714285714285714,0.0666666666666667,0,0.0833333333333333,0.1,0.166666666666667,0,"PHY105N","Control","Man","SND","Not1stGen"
"970",0.285714285714286,-0.2,-0.5,0.0833333333333333,0.4,0.333333333333333,0.666666666666667,"PHY105N","Control","Other","SND","Not1stGen"
"971",0,-0.733333333333333,-0.75,0,0.2,0,0.666666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"972",0.142857142857143,-0.2,-1,-0.0833333333333333,0.7,0.333333333333333,1,"PHY105N","Control","Woman","SND","1stGen"
"973",0.142857142857143,-0.733333333333333,-0.5,-0.25,0.2,-0.333333333333333,0.833333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"974",0.357142857142857,-0.466666666666667,-0.25,0.166666666666667,0.5,0.333333333333333,0.666666666666667,"PHY105N","Control","Other","SD","Not1stGen"
"975",0.642857142857143,-0.333333333333333,0,0.0833333333333333,0.8,0.666666666666667,0.666666666666667,"PHY105N","Control","Woman","SD","1stGen"
"976",0.214285714285714,0.0666666666666667,-0.5,0,0.2,0.666666666666667,-0.166666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"977",0.428571428571429,-0.333333333333333,0.25,0,0.8,0.333333333333333,0.166666666666667,"PHY105N","Control","Man","SD","Not1stGen"
"978",0.142857142857143,0.2,0.25,0.333333333333333,0,0.166666666666667,0.833333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"979",0.285714285714286,-0.2,0.25,0.166666666666667,0.2,0.333333333333333,0.333333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"980",0.285714285714286,-0.2,0,0,0.3,0.5,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"981",0.0714285714285714,-0.333333333333333,-0.5,0.333333333333333,0.4,0.333333333333333,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"982",0.428571428571429,-0.0666666666666667,0,0,0.7,0.333333333333333,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"983",0.285714285714286,-0.2,0.25,0.0833333333333333,0.3,0.166666666666667,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"984",0,-0.2,0.25,0.166666666666667,-0.3,0.333333333333333,-0.333333333333333,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"985",0.142857142857143,-0.0666666666666667,0.5,0.0833333333333333,0.5,0.333333333333333,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"986",0,-0.0666666666666667,-0.25,0.0833333333333333,0.4,0.333333333333333,0.666666666666667,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"988",0.142857142857143,0.0666666666666667,-0.25,0.0833333333333333,0.2,0.5,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"989",-0.142857142857143,-0.333333333333333,0,0.0833333333333333,0.2,0.666666666666667,0.666666666666667,"PHY105M","Partner Agreements","Man","SND","Not1stGen"
"990",0.285714285714286,-0.0666666666666667,-0.25,0.25,0.5,0.333333333333333,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"991",0.142857142857143,-0.333333333333333,-0.75,-0.0833333333333333,0.6,0.333333333333333,0.5,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"992",0,0.0666666666666667,-0.5,0,0,0.333333333333333,0,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"993",-0.142857142857143,-0.333333333333333,-0.5,-0.166666666666667,0.5,0,0.666666666666667,"PHY105M","Partner Agreements","Man","SND","1stGen"
"994",-0.0714285714285714,0.466666666666667,0.25,-0.0833333333333333,0.3,0.166666666666667,0.166666666666667,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"995",0.285714285714286,-0.333333333333333,-1,0.333333333333333,0.8,0.333333333333333,1,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"996",0.142857142857143,0.333333333333333,0.5,-0.0833333333333333,0.2,-0.166666666666667,0.833333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"997",0.142857142857143,-0.0666666666666667,-0.5,0,0.2,0.166666666666667,0.666666666666667,"PHY105N","Partner Agreements","Man","Mixed","Not1stGen"
