,0,1,2,3,4,5
0,0.520168363908129,-0.1695032388072728,-0.058924033981944075,0.23171124500639906,-0.0027946281447239897,-0.16998707012144235
1,-0.4678498868585808,0.3373335084548392,-0.13942294509509132,0.028920899307415142,0.5486540395207417,-0.057101731985460105
2,0.5459220100891985,-0.14074601103897225,0.16508677639713856,0.11351726545301254,-0.11751709079808181,-0.1163442368827645
3,0.4402924106731598,-0.18472878257234174,0.18315124365874477,0.1604591979919878,0.102435375923927,-0.25987253413681344
4,0.034076114473822694,0.027550016987719462,-0.6260605524168642,-0.014957755510617817,-0.015884478696428193,0.17816470583435728
5,0.6350521962777924,-0.29730456267156186,0.1777949301028556,0.23616726179654343,0.02504840898530598,-0.0036178444096837156
6,0.626801295006461,-0.08262993592322397,0.06789117122596548,-0.12195723036495319,-0.15877903822621367,0.14437354686345055
7,0.1203285668500759,-0.1460139155129096,0.6646437590799418,0.02399667731881682,-0.1985656670511943,0.058407246326397544
8,0.1148577788689835,-0.058655769061607126,0.3536167421234775,0.03389137364813915,0.10956956797447333,-0.2566951957541563
9,-0.26275769759212936,0.6569987838578134,0.06245506304965825,-0.06898554214632245,0.2807453515918447,0.09282707168330215
10,0.18525177031850973,-0.12278230767815135,0.05007638734405563,0.7848962083160852,0.07483027654235862,-0.10019390554166109
11,0.14254047186163454,-0.3583193674419823,0.19192091409504802,0.13354260270970914,-0.09503821380250438,-0.038292533281971
12,-0.299291222364272,0.4539676959583917,-0.4502370266088219,0.016510200962161582,0.15008178700938313,-0.04474245621219433
13,-0.0031355528253891075,0.17397578764737442,-0.10279128572818363,-0.14682749569517992,0.07824220956662863,0.31181300637792037
14,-0.23344722161714074,0.7671835629564807,-0.175256279555633,-0.02892243179931862,0.11437295888553875,0.15323855884393106
15,-0.04856256725592854,0.18054708447197276,-0.05648150079646906,-0.09178322275017994,0.644646924219975,0.27172928439914984
16,0.45503491594355727,-0.13447033103133224,-0.011330468512078107,0.1783610048295378,-0.35670395934149113,0.0352451744591057
17,0.20093190868661,-0.04696932449211195,0.028885414095606233,0.5434887508069722,-0.2530323694050182,0.0801595542866506
18,0.20366575470637416,-0.3963235207547368,0.41045983440556155,0.16574750200136307,0.26827263586638184,0.17806594096907633
19,0.06573443682426026,-0.012857093126223062,-0.09234484010478733,-0.30374941996001315,0.1322126914536406,0.4190898593079705
20,0.35497892391158714,-0.207179384374598,-0.05220050111284132,0.28561234106868266,-0.3692367417851205,-0.18507199419861603
21,-0.10192654738860388,-0.0028283140642763587,-0.008464524766203395,0.17803261582221033,0.06504044590335123,0.4617697767425496
